time,station,direction,buses
40274,X16,1,"(13, 13)"
40274,X10,0,"(1, 1)"
40274,X14,0,"(3, 3)"
40275,X14,0,"(3, 3)"
40275,X10,0,"(1, 1)"
40275,X16,1,"(13, 13)"
40276,X16,1,"(13, 13)"
40276,X10,0,"(1, 1)"
40276,X14,0,"(3, 3)"
40277,X10,0,"(1, 1)"
40277,X16,1,"(13, 13)"
40277,X14,0,"(3, 3)"
40278,X03,1,"(6, 6)"
40278,X14,0,"(3, 3)"
40278,X10,0,"(1, 1)"
40278,X16,1,"(13, 13)"
40279,X10,0,"(1, 1)"
40279,X14,0,"(3, 3)"
40279,X16,1,"(13, 13)"
40279,X03,1,"(6, 6)"
40280,X03,1,"(6, 6)"
40280,X04,0,"(12, 12)"
40280,X10,0,"(1, 1)"
40280,X16,1,"(13, 13)"
40280,X14,0,"(3, 3)"
40281,X03,1,"(6, 6)"
40281,X14,0,"(3, 3)"
40281,X10,0,"(1, 1)"
40281,X16,1,"(13, 13)"
40281,X04,0,"(12, 12)"
40282,X10,0,"(1, 1)"
40282,X16,1,"(13, 13)"
40282,X03,1,"(6, 6)"
40282,X14,0,"(3, 3)"
40282,X04,0,"(12, 12)"
40283,X04,0,"(12, 12)"
40283,X10,0,"(1, 1)"
40283,X16,1,"(13, 13)"
40283,X14,0,"(3, 3)"
40283,X03,1,"(6, 6)"
40284,X03,1,"(6, 6)"
40284,X16,1,"(13, 13)"
40284,X14,0,"(3, 3)"
40284,X13,1,"(0, 0)"
40284,X10,0,"(1, 1)"
40284,X04,0,"(12, 12)"
40285,X13,1,"(0, 0)"
40285,X14,0,"(3, 3)"
40285,X04,0,"(12, 12)"
40285,X03,1,"(6, 6)"
40285,X16,1,"(13, 13)"
40286,X14,0,"(3, 3)"
40286,X16,1,"(13, 13)"
40286,X03,1,"(6, 6)"
40286,X13,1,"(0, 0)"
40286,X04,0,"(12, 12)"
40287,X04,0,"(12, 12)"
40287,X16,1,"(13, 13)"
40287,X14,0,"(3, 3)"
40287,X13,1,"(0, 0)"
40287,X03,1,"(6, 6)"
40288,X16,1,"(13, 13)"
40288,X14,0,"(3, 3)"
40288,X03,1,"(6, 6)"
40288,X13,1,"(0, 0)"
40288,X04,0,"(12, 12)"
40289,X13,1,"(0, 0)"
40289,X14,0,"(3, 3)"
40289,X04,0,"(12, 12)"
40289,X03,1,"(6, 6)"
40289,X16,1,"(13, 13)"
40290,X14,0,"(3, 3)"
40290,X04,0,"(12, 12)"
40290,X13,1,"(0, 0)"
40290,X03,1,"(6, 6)"
40290,X16,1,"(13, 13)"
40291,X04,0,"(12, 12)"
40291,X16,1,"(13, 13)"
40291,X13,1,"(0, 0)"
40291,X03,1,"(6, 6)"
40291,X14,0,"(3, 3)"
40292,X13,1,"(0, 0)"
40292,X04,0,"(12, 12)"
40292,X14,0,"(3, 3)"
40292,X16,1,"(13, 13)"
40292,X03,1,"(6, 6)"
40293,X16,1,"(13, 13)"
40293,X13,1,"(0, 0)"
40293,X04,0,"(12, 12)"
40293,X14,0,"(3, 3)"
40293,X03,1,"(6, 6)"
40294,X16,1,"(13, 13)"
40294,X03,1,"(6, 6)"
40294,X04,0,"(12, 12)"
40294,X14,0,"(3, 3)"
40295,X14,0,"(3, 3)"
40295,X04,0,"(12, 12)"
40295,X16,1,"(13, 13)"
40295,X03,1,"(6, 6)"
40296,X19,1,"(16, 16)"
40296,X03,1,"(6, 6)"
40296,X04,0,"(12, 12)"
40296,X16,1,"(13, 13)"
40296,X14,0,"(3, 3)"
40297,X03,1,"(6, 6)"
40297,X04,0,"(12, 12)"
40297,X16,1,"(13, 13)"
40297,X19,1,"(16, 16)"
40297,X14,0,"(3, 3)"
40298,X16,1,"(13, 13)"
40298,X04,0,"(12, 12)"
40298,X03,1,"(6, 6)"
40298,X19,1,"(16, 16)"
